1_a_pv,2_b_pv,4_c_pv,5_c_pv,6_c_pv,7_a_pv,9_a_pv,10_a_pv,11_a_pv,12_b_pv,16_c_pv,17_c_pv,19_a_pv,20_a_pv,22_b_pv,24_c_pv,28_a_pv,29_a_pv,30_c_pv,31_c_pv,32_c_pv,33_a_pv,34_c_pv,35_a_pv,37_a_pv,38_b_pv,39_b_pv,41_c_pv,42_a_pv,43_b_pv,45_a_pv,46_a_pv,47_abc_pv,48_abc_pv,49_a_pv,49_b_pv,49_c_pv,50_c_pv,51_a_pv,52_a_pv,53_a_pv,55_a_pv,56_b_pv,58_b_pv,59_b_pv,60_a_pv,62_c_pv,63_a_pv,64_b_pv,65_a_pv,65_b_pv,65_c_pv,66_c_pv,68_a_pv,69_a_pv,70_a_pv,71_a_pv,73_c_pv,74_c_pv,75_c_pv,76_a_pv,76_b_pv,76_c_pv,77_b_pv,79_a_pv,80_b_pv,82_a_pv,83_c_pv,84_c_pv,85_c_pv,86_b_pv,87_b_pv,88_a_pv,90_b_pv,92_c_pv,94_a_pv,95_b_pv,96_b_pv,98_a_pv,99_b_pv,100_c_pv,102_c_pv,103_c_pv,104_c_pv,106_b_pv,107_b_pv,109_a_pv,111_a_pv,112_a_pv,113_a_pv,114_a_pv
22.65363845,11.25296525,23.13831405,11.44330025,21.96383399,10.56097693,20.15110802,10.82513531,25.29129854,12.19708767,20.36682054,11.70859103,21.80082396,19.59216932,19.66070411,21.12021561,22.31316804,22.26891478,20.66490185,10.05243964,11.30390419,19.12947238,19.44132063,21.06185478,23.77143688,11.65384489,11.57162034,11.3658178,11.07418504,22.82253807,12.12126509,10.04926985,50.26148151,95.31368231,19.46950215,32.50690603,21.39659374,21.11905,11.81810623,21.15661475,24.57727954,9.867453559,10.73906054,10.79782802,9.956102104,11.03680731,21.81477707,24.47474373,35.0721664,18.73354577,17.78880927,33.10792019,37.75955388,11.72324139,23.53717173,10.16920147,27.4445679,19.70670186,25.66308038,19.28576016,59.4566221,39.55718947,34.20356102,22.15473326,21.3155031,20.19720361,22.77018866,12.13141722,10.99856112,20.01907911,10.93694766,18.95380255,20.09083137,17.9012407,21.01516139,22.84532485,10.34997093,8.881052467,23.10346966,19.36114117,18.91525168,11.29846447,22.66671708,20.84873932,22.97236685,22.72876797,20.31701743,10.53851372,10.21712135,19.82454598,12.23738319
22.65661379,11.24721176,23.10700809,11.43267129,21.94485516,10.56004639,20.19592585,10.8157971,25.30505878,12.17566445,20.23616993,11.71669913,21.84277622,19.58884586,19.66737135,21.10396361,22.2976,22.28565423,20.66791296,10.04520263,11.30322196,19.14319269,19.43894189,21.05197853,23.80442747,11.65490261,11.56908915,11.38191022,11.0659343,22.83628819,12.11241136,10.07190474,50.09979953,95.13431993,19.46919167,32.50474972,21.39825761,21.1444201,11.80893407,21.16006922,24.57188895,9.889630685,10.75241232,10.77690883,9.930939914,11.03995107,21.80458015,24.48283218,35.08261709,18.69655194,17.78748895,33.10411088,37.82194323,11.72664179,23.5142397,10.17141721,27.42341954,19.66242357,25.69583265,19.26613941,59.55180071,39.48963342,34.0849966,22.15056027,21.28591127,20.17850586,22.76066487,12.14138531,11.00471374,20.01776593,10.92450671,19.04636695,20.07859405,17.90690172,21.03413457,22.86193676,10.34077324,8.87045247,23.14273668,19.38827729,18.93961035,11.29072097,22.66294071,20.75023413,22.96482447,22.74116198,20.38183417,10.53542838,10.15105795,19.8626964,12.20759284
22.65959103,11.23883211,23.1076438,11.43047929,21.96155598,10.56879273,20.2141594,10.81024323,25.30516648,12.16791418,20.12698138,11.71586614,21.90908779,19.58949943,19.66753882,21.11226675,22.29933394,22.30754888,20.6672566,10.03400275,11.3069725,19.15524747,19.43435337,21.04870851,23.82063156,11.63895256,11.5642175,11.38360261,11.04989417,22.86499187,12.10307772,10.07257533,49.94859336,94.97636167,19.45914783,32.45942853,21.38731224,21.15034311,11.81563415,21.17758673,24.58335367,9.893726928,10.76636217,10.74188946,9.910474455,11.03169875,21.81956254,24.44766485,35.11163126,18.66158968,17.76925386,33.08214312,37.85302061,11.72934239,23.50732714,10.16808846,27.40969853,19.64308873,25.73950569,19.27701722,59.65038655,39.44133274,33.95613971,22.14794664,21.27255052,20.18174823,22.76557806,12.15423673,11.01603189,20.01439445,10.92267793,19.13116464,20.06209794,17.92717544,21.05484896,22.88133082,10.34527908,8.861995226,23.16509429,19.37903515,18.94438643,11.28497151,22.66108117,20.63556683,22.95819705,22.75587672,20.39883838,10.54297189,10.07807064,19.87858983,12.18708295
22.68918433,11.22254136,23.10624533,11.44241458,21.96966875,10.58148892,20.23406627,10.7967053,25.29486565,12.19435525,20.03775845,11.7095196,21.95895253,19.57633739,19.6683122,21.13229786,22.28792766,22.31645253,20.64806009,10.04048017,11.32153387,19.17002447,19.4717529,21.01980049,23.83182172,11.62831087,11.55532454,11.38983179,11.05231359,22.87570277,12.09702208,10.07951588,49.75480487,94.75679825,19.45872117,32.4460402,21.39636769,21.15407012,11.83191333,21.21096285,24.55701788,9.901274506,10.77093965,10.7128306,9.902413587,11.02916926,21.85098568,24.4576175,35.16434978,18.64194583,17.73438615,33.07746626,37.8930873,11.73092614,23.51318245,10.1601969,27.41176218,19.60947535,25.76437198,19.2917509,59.72989693,39.45529091,33.86237157,22.13113327,21.25389574,20.18889945,22.75236272,12.14954428,11.02657342,20.04244616,10.9190017,19.20464237,20.0677467,17.95581882,21.0855978,22.89234469,10.35559514,8.860910917,23.17817772,19.38560686,18.92239686,11.27514191,22.6845235,20.51066547,22.94405783,22.75206427,20.41553329,10.54972367,10.00951848,19.92280155,12.17864771
22.69514481,11.22499858,23.1083425,11.44316471,21.97723749,10.58445302,20.26361643,10.77418077,25.27908497,12.18917798,19.98313359,11.72035157,22.02177189,19.58778805,19.68274548,21.14772528,22.29736443,22.33321737,20.64410121,10.04547392,11.33783119,19.18334243,19.48733351,20.98275605,23.81888212,11.62873057,11.53230888,11.38925643,11.06441405,22.87249969,12.09793285,10.07018468,49.64542488,94.51731813,19.48606913,32.46048455,21.38073914,21.13605647,11.83546839,21.2420336,24.5788368,9.90403495,10.77830512,10.69250417,9.886733589,11.0227669,21.8531956,24.4086252,35.18660098,18.62197103,17.71826779,33.09645812,37.87845772,11.72472291,23.48718433,10.16596153,27.41549768,19.59547468,25.77892344,19.30086506,59.89435325,39.46810121,33.76887856,22.13087901,21.22443521,20.18994048,22.73119079,12.12623549,11.04591722,20.03289219,10.94102321,19.29040164,20.07662568,17.97530935,21.11113259,22.88095701,10.35854486,8.858819319,23.17091254,19.38577194,18.91637137,11.26415665,22.71940178,20.37553581,22.92924878,22.7873968,20.42588468,10.58141794,9.945308669,19.94078852,12.15824249
22.69640884,11.2372881,23.0767181,11.43965251,21.98424063,10.58631816,20.2881558,10.75290459,25.27035707,12.19297092,19.95495807,11.7300674,22.09169215,19.62710404,19.72388316,21.16930251,22.28107778,22.32949655,20.66565704,10.0564309,11.34826206,19.1894089,19.53067505,20.95436654,23.79826266,11.64481338,11.52666047,11.38504168,11.0576907,22.88897183,12.09958148,10.0718028,49.56372367,94.32253895,19.49957232,32.46989992,21.36426348,21.13508776,11.83945466,21.27796117,24.59670923,9.904020855,10.78275607,10.68688316,9.881072697,11.03005623,21.84994826,24.40669441,35.20140274,18.58284791,17.69691395,33.04824857,37.80578823,11.72310628,23.47417492,10.17996784,27.40950079,19.59236875,25.77084307,19.31077629,59.92005065,39.48114468,33.68280924,22.15457449,21.19946945,20.18951253,22.73361754,12.12275963,11.05117759,20.03968563,10.95459847,19.37656152,20.06979209,17.98384805,21.15706001,22.86386064,10.35080189,8.875867258,23.16040606,19.38653424,18.88988663,11.26084529,22.73760164,20.2437886,22.93375148,22.78014301,20.43414558,10.63309426,9.891646646,19.96042618,12.14084966
22.68963165,11.23045971,23.05561867,11.43065528,21.95914264,10.57730343,20.33229282,10.73279683,25.26176942,12.19955846,19.94911589,11.73771002,22.15626439,19.63343056,19.74733394,21.17645688,22.26390833,22.32766438,20.66701182,10.06141345,11.36710955,19.21113463,19.54830799,20.95494303,23.81260064,11.64673734,11.52622406,11.38491044,11.05497374,22.86228499,12.09693481,10.07537165,49.46692429,94.24581996,19.50494017,32.4773776,21.3535741,21.1279652,11.83715157,21.31148754,24.61757491,9.908661631,10.78162042,10.67699718,9.861680681,11.04299761,21.83184065,24.44276242,35.22265739,18.55453869,17.69107969,33.01625006,37.79495159,11.7466263,23.45519283,10.18302656,27.39795885,19.5841828,25.75915769,19.30668821,59.90421661,39.42443367,33.57614974,22.14779558,21.20326315,20.17849688,22.75440245,12.11536015,11.05545011,20.03985628,10.97114354,19.46230222,20.07796989,17.98662575,21.19732928,22.86931151,10.34842852,8.882969415,23.15643034,19.40076074,18.87967142,11.2636502,22.74255588,20.09823336,22.91854863,22.79026995,20.42161584,10.68043461,9.847796968,19.98957671,12.12757891
22.69648188,11.2277003,23.05645082,11.41412433,21.98666092,10.57681865,20.37099227,10.7214991,25.2674069,12.20191763,19.96339974,11.73683219,22.18064446,19.62842882,19.79452695,21.17238578,22.25276882,22.3507618,20.66066858,10.06566499,11.37346833,19.24182948,19.56755913,20.95367484,23.84253148,11.65370993,11.51603321,11.38911664,11.05153386,22.86154497,12.09184088,10.07589118,49.40788295,94.09658622,19.48550637,32.48176284,21.35518179,21.11942696,11.82434471,21.34499345,24.62942452,9.922281014,10.79069329,10.6563025,9.842199798,11.05137003,21.82568471,24.43505036,35.22016504,18.5050418,17.67261781,33.03244567,37.77188236,11.75714031,23.44055289,10.18645627,27.37688964,19.60503026,25.75473587,19.28878197,59.82942364,39.44048335,33.49592047,22.12487594,21.24642014,20.15184664,22.76328655,12.10689017,11.04675112,20.0406443,10.97834308,19.56138331,20.07624569,17.98956263,21.20944226,22.90698132,10.34242133,8.902725916,23.17409935,19.44130907,18.89505944,11.25119617,22.73511303,19.96152295,22.92154229,22.81892763,20.44185497,10.72145533,9.820950921,20.01378421,12.11098493
22.69419214,11.22420667,23.08833842,11.41814563,22.0149749,10.57325425,20.38263305,10.71001104,25.259111,12.22401791,19.97618441,11.7363971,22.20972805,19.63139905,19.80958813,21.17630697,22.25444421,22.3851269,20.64441907,10.05876064,11.38516575,19.26271594,19.59613592,20.95557664,23.8537003,11.64518391,11.4975358,11.39749872,11.02651334,22.88048833,12.08254217,10.07567761,49.36077661,94.04270891,19.47560935,32.46458672,21.35809194,21.08948058,11.82305122,21.41076825,24.61717274,9.927541079,10.81394007,10.63292955,9.836243116,11.05856103,21.83812376,24.43689148,35.21473324,18.44138438,17.6619368,33.03920345,37.74547561,11.76073831,23.45170316,10.18447473,27.32236091,19.63737069,25.77438746,19.29977056,59.66288075,39.36147811,33.45991757,22.10036252,21.27376053,20.14951239,22.76489029,12.08426426,11.03336933,20.05535081,10.98221706,19.62530744,20.06270248,18.00445541,21.20805099,22.92467358,10.34926075,8.910763593,23.15638395,19.46442388,18.9079565,11.2449642,22.71746807,19.83347226,22.92124027,22.81317395,20.49276054,10.76933251,9.807103727,20.05732434,12.09694227
22.68816853,11.19879522,23.09215308,11.41558161,22.0205265,10.56898138,20.38129602,10.68751025,25.25182148,12.24640446,20.03619836,11.73097724,22.21783587,19.6162927,19.8211359,21.17402465,22.2574769,22.40305899,20.61456323,10.06410533,11.39606051,19.27186618,19.61986696,20.92689836,23.85036028,11.63525719,11.47069756,11.4027635,11.02827674,22.88986478,12.05847641,10.0701802,49.35473707,93.85814618,19.4805854,32.46011042,21.35342005,21.06609214,11.83210377,21.4813634,24.5987791,9.939190836,10.82675036,10.60704504,9.835513052,11.0602687,21.85454186,24.43826279,35.24031062,18.39823158,17.65084891,33.04456547,37.67493514,11.76375655,23.43791908,10.17345594,27.3089787,19.67436927,25.75468428,19.30748734,59.57359222,39.35836452,33.45089147,22.07074712,21.31618955,20.15930528,22.77936631,12.05942452,11.03432165,20.09726725,10.99224953,19.66964767,20.05599648,18.03283064,21.20447904,22.94901532,10.36140336,8.919538899,23.13811777,19.51094077,18.90454471,11.23587111,22.73035736,19.72645656,22.9282197,22.79649043,20.52849331,10.81743335,9.804232516,20.09550043,12.09188664
22.69969462,11.20058617,23.10597775,11.40715883,21.99496633,10.55399504,20.37786332,10.67122884,25.23626968,12.27204133,20.13404885,11.72321588,22.224813,19.62401053,19.85908055,21.18663317,22.25260828,22.40794034,20.62182592,10.07858071,11.41605249,19.27484283,19.66255012,20.90776455,23.86753665,11.63946167,11.44796307,11.39796437,11.0306396,22.88585678,12.05257029,10.05688026,49.343087,93.67273767,19.49729838,32.52523502,21.34442828,21.02226827,11.82307754,21.52639126,24.60464358,9.94748312,10.84836768,10.58922421,9.825430037,11.05016953,21.85352143,24.42489174,35.26907854,18.3657099,17.63028283,33.03589602,37.59749264,11.7589966,23.45175859,10.17234304,27.30794474,19.7004416,25.7343685,19.32241058,59.48529248,39.41652798,33.45685295,22.0749478,21.35979874,20.15074927,22.75546139,12.01646543,11.04572436,20.12116197,11.00913305,19.6945893,20.07314912,18.05924593,21.23419875,22.97402693,10.36925903,8.932565139,23.12841335,19.52578618,18.89282778,11.22885805,22.76167447,19.63900916,22.92028541,22.76349328,20.56393101,10.86530016,9.811252483,20.10698378,12.09081991
22.70887463,11.20298595,23.08907308,11.40421383,21.98796243,10.54229056,20.40642446,10.64276181,25.21998114,12.29178112,20.22368908,11.72337618,22.2220231,19.6426296,19.90043558,21.19611108,22.24323787,22.40060699,20.61719516,10.08417065,11.42148914,19.27799005,19.69997481,20.90851917,23.83970888,11.65667325,11.43808759,11.3926366,11.02150097,22.87398539,12.05211397,10.05571534,49.43804299,93.61604519,19.51497443,32.55434725,21.32801428,20.97915233,11.80979673,21.57876075,24.64517178,9.946017295,10.86575957,10.58189493,9.806150096,11.0533518,21.86553459,24.43237315,35.28144368,18.31288209,17.60327027,33.02417833,37.4635597,11.7734781,23.44008514,10.18013169,27.28380057,19.71951579,25.72357519,19.32469323,59.25602312,39.40409147,33.45550062,22.09637426,21.38815286,20.1388555,22.76075385,11.98263531,11.03815409,20.16924836,11.02966763,19.6734175,20.07146059,18.08979031,21.22407668,22.98561538,10.37600618,8.943382531,23.107632,19.53716851,18.89750863,11.23419943,22.76851354,19.58547132,22.9375145,22.74326407,20.59333497,10.92061458,9.817535667,20.10566483,12.08310946
22.71560553,11.19370454,23.06939123,11.39818488,21.95717717,10.52035939,20.39669698,10.60615066,25.22493368,12.30779492,20.3013629,11.73149212,22.26403803,19.6569695,19.92949317,21.18479668,22.22613268,22.38322164,20.60198313,10.08502956,11.42590483,19.29394947,19.71123215,20.93743614,23.83893722,11.6598945,11.43221418,11.40046472,11.01198147,22.87698967,12.04145815,10.06060253,49.47760158,93.60909684,19.51260549,32.56430977,21.28553358,20.95002746,11.79811763,21.62905338,24.66420655,9.950903491,10.86983644,10.56416505,9.79723752,11.06409666,21.87198925,24.4333097,35.29843552,18.26723195,17.59514644,33.02105947,37.35808803,11.79730809,23.44210906,10.17236568,27.23997649,19.72212624,25.70046203,19.31078089,58.97605292,39.40706047,33.45672036,22.11021006,21.40664772,20.11805025,22.7752151,11.96076834,11.03253324,20.18459467,11.04333841,19.6554793,20.07524968,18.11829327,21.23127407,23.01546522,10.37760845,8.962838923,23.09742011,19.57456955,18.91086651,11.22759637,22.77618213,19.5578565,22.96004957,22.75317414,20.61138989,10.95630176,9.847030243,20.10227855,12.07999356
