701_ab_pv,701_bc_pv,701_ac_pv,712_ac_pv,713_ac_pv,714_ab_pv,714_bc_pv,718_ab_pv,720_ac_pv,722_bc_pv,722_ac_pv,724_bc_pv,725_bc_pv,727_ac_pv,728_abc_pv,729_ab_pv,730_ac_pv,731_bc_pv,732_ac_pv,733_ab_pv,734_ac_pv,735_ac_pv,736_bc_pv,737_ab_pv,738_ab_pv,740_ac_pv,741_ac_pv,742_ab_pv,742_bc_pv,744_ab_pv
98.54728492,109.9464346,297.086677,73.76987112,70.49690967,13.37575283,17.30185824,67.24203906,57.98183502,99.77917072,18.39568483,34.41804844,27.66579086,31.28167193,98.14855526,30.16321011,72.60994632,71.24674724,33.21203469,65.99520628,35.5506041,72.84796013,34.75662287,108.4265981,103.320661,72.91863547,28.80868112,6.436451226,59.37590616,30.84978975
98.11042472,109.962843,296.67525,73.84551516,70.4312527,13.36386622,17.32030913,67.31424749,58.06310101,99.74739786,18.40038496,34.42492381,27.65124707,31.27591925,98.07543044,30.1851432,72.71135211,71.20139597,33.19430623,66.05182554,35.59769123,72.82884801,34.7700779,108.5882792,103.3873593,72.86412911,28.75763479,6.432433809,59.42062914,30.90390921
97.84296622,110.1070632,296.1317735,73.88578314,70.3154687,13.36968934,17.34000126,67.35205065,58.03542308,99.60774192,18.4161712,34.40489555,27.62566808,31.29499397,97.93326955,30.21074963,72.78889232,71.35611771,33.1743855,66.11170744,35.62142367,72.80301594,34.7817894,108.8484105,103.4387803,72.84742185,28.7308515,6.435493609,59.51506378,30.91862651
97.70501108,110.3185256,295.253358,73.93359118,70.2257182,13.38302126,17.34179573,67.37691197,58.05510374,99.55387638,18.43286711,34.32745972,27.57212265,31.29115901,97.9547124,30.22529149,72.87164883,71.32582255,33.19594837,66.1036821,35.63678808,72.79614029,34.78435916,108.8433219,103.5516049,72.8051344,28.68362001,6.431711054,59.54169558,30.93058004
97.67640614,110.5123509,294.7531385,73.92120457,70.14725399,13.38683332,17.34858668,67.32792095,58.0555981,99.63501851,18.43062953,34.23748029,27.51164745,31.26628885,98.06195666,30.21025608,72.87919011,71.34801724,33.22270406,66.09802747,35.64089383,72.87192734,34.8264232,108.9798857,103.6029105,72.85328031,28.64700831,6.43550882,59.55639764,30.90624228
97.74634381,110.6566138,294.5958515,74.03599958,70.09225877,13.37682672,17.37797824,67.21664916,58.057881,99.70302566,18.42905294,34.19013569,27.44467387,31.28083511,98.00236881,30.18768335,72.90772917,71.38656469,33.20896046,66.13718964,35.64900534,72.91897294,34.83068248,109.1664215,103.6466888,72.93875781,28.61500059,6.432305453,59.58655169,30.86880314
97.80894114,110.8069236,294.3202221,74.01243208,70.0764816,13.3737595,17.41670254,67.27810143,58.10048585,99.68503505,18.4399719,34.15658192,27.39856425,31.32424742,97.97828892,30.19488026,73.03124773,71.40036955,33.19198117,66.08176171,35.62565167,72.92959807,34.80354657,109.243916,103.5755943,72.99405749,28.59256653,6.432860845,59.5680636,30.87146751
98.10278609,110.8991825,293.8677387,74.04533441,70.11946953,13.36599613,17.42976666,67.27527641,58.22191807,99.62325079,18.42451782,34.10177857,27.37960046,31.34557039,97.94780183,30.24461657,73.19398725,71.52969086,33.16725174,66.17816329,35.62500632,72.92728201,34.78829567,109.294013,103.6306289,73.04155387,28.58613058,6.434332451,59.56660267,30.90336965
98.58188921,111.0624233,293.4988762,74.13844289,70.07766963,13.37483503,17.43565545,67.23415387,58.29114123,99.64793324,18.45139593,34.03571143,27.33372616,31.36029552,97.72604933,30.26797608,73.24888944,71.66068732,33.11917563,66.19344497,35.64545938,72.85954446,34.74619047,109.3453488,103.7796826,73.05283298,28.60366654,6.431461834,59.62729501,30.88218977
99.02079264,111.3456492,292.9833687,74.11974923,70.07944524,13.3905275,17.43922493,67.20495104,58.43044783,99.71837036,18.45565667,33.92511301,27.29462423,31.3432683,97.74167802,30.30011504,73.27363717,71.81070321,33.12642719,66.23169287,35.66259014,72.84557503,34.75441714,109.3181302,103.8372426,72.98612819,28.58661521,6.440241913,59.60235549,30.86646394
99.40110525,111.545352,292.7968736,74.06554467,70.16657437,13.40067974,17.46024882,67.17898244,58.47490617,99.83358443,18.46632072,33.8333391,27.2647894,31.31613516,97.76261966,30.33313845,73.28863796,71.92621197,33.16269517,66.23650433,35.66149144,72.92163774,34.77656499,109.3892927,103.8460868,73.007147,28.58733953,6.440559609,59.61522143,30.83957819
99.84498574,111.6475799,293.4331258,73.95833729,70.25760633,13.4093994,17.47728912,67.11620169,58.50899343,99.99910907,18.46766222,33.76914401,27.22748341,31.33500251,97.68162564,30.34843894,73.37699121,72.01991783,33.14254369,66.22671696,35.65933915,72.92641828,34.77136717,109.5918923,103.7621905,73.07811656,28.62288191,6.444992669,59.58061501,30.8095315
100.2909398,111.7304338,293.308545,73.89261284,70.28747741,13.41147009,17.45400578,67.07325258,58.62100031,99.88535855,18.46493337,33.75139171,27.19591321,31.37438849,97.59725598,30.38785038,73.44860339,72.1143813,33.13440032,66.27589398,35.67117135,72.90403526,34.74635006,109.6017793,103.6470647,73.14060703,28.66001636,6.446299091,59.52517301,30.80047432
100.7347241,111.7563486,293.3998147,73.92481051,70.33554198,13.39922403,17.45148554,67.06214178,58.7430741,99.86863757,18.47864461,33.72016974,27.18454732,31.38908555,97.3914418,30.42960693,73.35075473,72.22221683,33.12409017,66.33934901,35.71710947,72.84669661,34.72425852,109.6636393,103.7082746,73.18668453,28.67220159,6.445976387,59.53152782,30.80814624
101.2475569,111.904371,293.5583309,73.99852649,70.36458732,13.40308279,17.44456063,67.04469984,58.8288477,99.83502496,18.49633676,33.65481165,27.18214914,31.38469041,97.20818556,30.46288833,73.34016338,72.41873608,33.04909768,66.32714925,35.76852415,72.74134614,34.67778773,109.6618905,103.753423,73.21501666,28.69180846,6.452164613,59.58595636,30.77408221
101.5784211,111.978976,293.6150998,74.01960446,70.35717644,13.4161118,17.44007322,66.97294852,58.89354219,100.0363728,18.49293529,33.58099501,27.16481478,31.4072928,97.15216045,30.49098387,73.31106135,72.49253784,33.054383,66.36760118,35.80143141,72.76697355,34.68397884,109.6053177,103.8208242,73.23967744,28.70365686,6.458441166,59.60922075,30.75703663
101.8079213,112.0272753,294.1468994,73.96427514,70.41638296,13.42758417,17.4427235,66.96850595,58.95177647,100.1604947,18.50421385,33.49924637,27.15780972,31.37067423,97.17419663,30.49455396,73.29220294,72.66504216,33.06146507,66.35946835,35.86089134,72.75063327,34.69741061,109.6029145,103.8572823,73.24508857,28.70063375,6.46412083,59.6134204,30.73216535
101.9370164,112.0401821,294.6855876,73.94731562,70.56808348,13.43604335,17.45461193,66.87513214,58.95541702,100.3117702,18.50194631,33.44296451,27.11930621,31.3696588,97.19743962,30.50261752,73.30334077,72.79186531,33.03407442,66.30672596,35.88095201,72.69695551,34.67255691,109.7569543,103.776469,73.3336624,28.72478572,6.470364253,59.65132812,30.71298336
101.8274335,112.0656813,295.3024882,73.90438969,70.65167909,13.44124473,17.46237059,66.84754858,59.05400826,100.3775972,18.48724099,33.41981711,27.14377268,31.39565209,97.09145674,30.51943254,73.35330211,72.86284397,33.00554221,66.33757435,35.91785494,72.67818726,34.63686502,109.8330121,103.7680968,73.34263113,28.78666855,6.469398872,59.58872935,30.72759301
101.7345874,111.992267,295.7774874,73.95326253,70.7927463,13.4457721,17.45840829,66.87730782,59.17753279,100.413018,18.49584196,33.36382248,27.20477838,31.40851807,96.98254954,30.54980508,73.38590799,73.00373281,32.93593975,66.42963927,35.95222566,72.63976519,34.57771193,109.863247,103.8520737,73.2854913,28.82076951,6.465473757,59.60258848,30.70953242
101.6833458,111.9902383,296.1628279,74.04003063,70.90623987,13.44676551,17.44638443,66.89670601,59.25490222,100.5047472,18.52151094,33.31609427,27.21604648,31.40301846,96.82190685,30.58531535,73.36925635,73.12606216,32.87396596,66.4748591,36.01529627,72.48919034,34.53541914,109.7537845,103.961603,73.25337763,28.87831472,6.469742178,59.64045752,30.72766564
101.4881427,112.0545343,296.5512839,74.09616525,70.93284414,13.46302641,17.4302719,66.91211205,59.34747602,100.6591173,18.53411886,33.27967757,27.23680865,31.38672903,96.81259537,30.60759366,73.31872591,73.22818875,32.85501933,66.50608682,36.03244776,72.4202165,34.54764112,109.6980387,103.9623499,73.16471713,28.92461188,6.473712938,59.64966296,30.7123705
101.2022161,112.1083863,296.9947289,74.14437876,71.05997129,13.46467295,17.42053935,66.92114682,59.35797269,100.8468698,18.54282558,33.2341415,27.24440219,31.39085138,96.89592597,30.62031033,73.2510127,73.30628012,32.86247155,66.46997703,36.04637835,72.4592918,34.55885801,109.7260667,103.9195978,73.18203994,28.93546449,6.47407629,59.63842756,30.71502233
100.7646425,112.1049324,297.8028623,74.15582817,71.17520303,13.45418288,17.41641872,66.88575939,59.35274262,100.971865,18.53275767,33.1956066,27.24436341,31.39497636,96.87284823,30.61311234,73.21011151,73.38962487,32.87033189,66.41243551,36.01801522,72.37020969,34.57027906,109.820204,103.8427713,73.22867645,28.98732316,6.472342183,59.63139057,30.72204882
100.4224797,112.0981665,298.1063524,74.08811623,71.20175431,13.44828726,17.40809402,66.87653703,59.40190141,101.1015692,18.51671429,33.18173328,27.25712944,31.43597802,96.90496521,30.63617067,73.19279447,73.39721976,32.83449049,66.45244769,35.9743838,72.25976223,34.52062206,109.9197658,103.7251713,73.21773146,29.03432937,6.465073723,59.58612207,30.70834246
100.196844,112.135362,298.8157307,74.1094524,71.26789555,13.43201044,17.39621825,67.01071117,59.47326031,101.2501131,18.52787024,33.17880604,27.29459417,31.4442363,96.85684939,30.68485942,73.15780979,73.42596167,32.79766014,66.53597393,35.97748884,72.10357262,34.5346754,109.9064226,103.7709507,73.16505317,29.04516037,6.453231432,59.58543749,30.75026477
100.0983165,112.2797724,299.3372574,74.1814935,71.33491965,13.43519067,17.38327929,67.07069018,59.48992004,101.2924923,18.55115853,33.15764754,27.30906376,31.44598763,96.81219269,30.69859027,73.10790166,73.55035821,32.74333383,66.56714212,36.01466747,71.95533017,34.46549723,109.897021,103.8389734,73.11853524,29.07214121,6.44896297,59.64923548,30.75178167
99.92702762,112.4413988,299.6291383,74.24492749,71.38507559,13.44375247,17.37115087,67.09121564,59.50040308,101.3687519,18.55984865,33.1490971,27.34111036,31.43659779,96.72853783,30.70617038,73.05352547,73.71425449,32.74018486,66.55782131,35.98998453,71.84028786,34.46277092,109.9621335,103.915709,73.02068213,29.09948219,6.447592421,59.63098387,30.77294823
99.85568225,112.5448456,300.2085063,74.29170069,71.48734438,13.44174313,17.37250171,67.10843371,59.44973579,101.6036166,18.55724988,33.10209933,27.36392109,31.44608882,96.80215169,30.72171725,73.00255557,73.76954693,32.76836569,66.60575442,35.9716577,71.7542734,34.51369972,109.8699769,103.9399926,73.03371871,29.11994218,6.444569041,59.56927476,30.77918601
99.83985488,112.731763,300.7115533,74.3204606,71.60017574,13.43207213,17.36361554,67.08127972,59.44701108,101.6168898,18.5706143,33.13196334,27.35988885,31.44291637,96.83791117,30.71218514,73.0082325,73.79447057,32.76056124,66.52809706,35.94032516,71.69972065,34.50281012,110.0302578,103.9515939,73.06200185,29.16166044,6.443567999,59.50327453,30.7776452
99.79814047,112.7948254,301.1315219,74.34549372,71.70151014,13.4235321,17.37096735,67.16389201,59.42697734,101.7204394,18.54896235,33.20642752,27.37332998,31.43457063,96.87127268,30.71143191,72.97088824,73.80957798,32.77142259,66.52594363,35.90530886,71.62978887,34.50540982,110.0556657,103.8811202,73.00966765,29.20768747,6.434718487,59.4235377,30.80719216
99.9043761,112.9108329,301.4526519,74.35098655,71.75934726,13.40556765,17.35827908,67.29983441,59.40296167,101.7507497,18.54836194,33.22018148,27.43645604,31.45054008,96.90214112,30.74272375,73.00178432,73.89855926,32.75515073,66.58106786,35.89475366,71.46918039,34.50734615,110.119258,103.9126202,72.93451157,29.24902456,6.423378203,59.43484766,30.83716086
100.0691782,113.0188802,301.7953851,74.44089772,71.81499057,13.40796098,17.34490306,67.31853363,59.31873099,101.8349,18.56373134,33.24552399,27.47236707,31.46325904,96.79151416,30.72986539,72.94846165,73.97068045,32.74004868,66.60835286,35.90369448,71.25349042,34.48846594,110.1272577,104.059746,72.8099535,29.27261792,6.414687421,59.49253651,30.86427959
100.2577176,113.217148,301.8266171,74.45000187,71.77274839,13.41315337,17.33622472,67.32874571,59.25294596,101.9878005,18.57133878,33.25479274,27.50377403,31.47258473,96.91280927,30.73649883,72.89224871,73.87213628,32.71175819,66.59668978,35.86399639,71.06766072,34.49902984,110.1109849,104.0752188,72.72089797,29.29531636,6.414863901,59.52978817,30.89409009
100.3905784,113.2710651,301.9448106,74.3919993,71.87171887,13.40354554,17.33752995,67.3160708,59.12968182,102.052336,18.56808695,33.25474541,27.52166944,31.44938747,97.03761162,30.71865641,72.85577785,73.86146965,32.736653,66.56214463,35.84413154,70.99818101,34.50035227,110.1927484,104.1321694,72.74663368,29.27808461,6.414475674,59.51099232,30.88948069
100.4877777,113.3148572,302.4563584,74.35940077,72.0245792,13.38974795,17.3398926,67.31092885,59.00840891,102.0952659,18.55845528,33.27032775,27.55174761,31.48952447,97.06208195,30.69007155,72.86126309,73.83216076,32.74874618,66.57088694,35.81514664,70.85558196,34.50204698,110.2982511,104.1269092,72.77025297,29.3184574,6.415057865,59.53058804,30.87073941
100.5010801,113.2256952,303.1303384,74.26940161,72.07758522,13.36688084,17.33609965,67.2866804,58.9264889,102.1569111,18.56089276,33.31605757,27.62295984,31.54304455,96.94941782,30.69334797,72.87119217,73.8131683,32.76002841,66.57963483,35.79279203,70.69768415,34.49932597,110.2779673,104.0883756,72.79430218,29.38081335,6.406278682,59.5075993,30.89111987
100.6098526,113.0885362,303.357714,74.28698598,72.10787802,13.3505315,17.32879955,67.3310559,58.88950189,102.1496825,18.5633318,33.3337193,27.69730347,31.57351749,96.91854605,30.72141031,72.85525225,73.8243853,32.77046753,66.66658744,35.80981805,70.47089991,34.4964348,110.3452242,104.0871757,72.6897399,29.40243597,6.400421316,59.57346197,30.91007908
100.7492235,113.0982971,303.4602058,74.33432663,72.14047537,13.35525622,17.31547359,67.31140296,58.83785923,102.1339285,18.5875754,33.37283571,27.75257112,31.59134991,96.78285077,30.733405,72.82457344,73.87470177,32.73305559,66.68410087,35.78877031,70.23736481,34.48035907,110.3317023,104.1256311,72.71933189,29.41479323,6.400652325,59.69847459,30.91181399
100.8074032,113.2151713,303.522331,74.32321638,72.14049719,13.35959239,17.28098498,67.35554611,58.75630267,102.2081111,18.59245839,33.40067872,27.81273117,31.58144763,96.73051287,30.73557026,72.76857087,73.90753942,32.7740753,66.68781491,35.80990269,70.11947741,34.49608645,110.2440108,104.2022648,72.57366409,29.42809059,6.409504575,59.76633217,30.90353413
100.8536181,113.1375784,303.8882429,74.26974272,72.21259646,13.36400748,17.27252094,67.29206354,58.68718914,102.2915472,18.59349391,33.39575692,27.857254,31.56712753,96.8093538,30.75511477,72.62363192,73.89076942,32.81628109,66.6679018,35.7920778,69.98776247,34.52938852,110.2953005,104.2503983,72.56792333,29.4280995,6.410563555,59.80771299,30.86882937
100.8477273,113.0799664,304.1848223,74.22252244,72.25743161,13.34481132,17.27186697,67.34384297,58.69769137,102.32741,18.58794186,33.41216331,27.90337067,31.56170872,96.87543225,30.72284002,72.58806161,73.8398798,32.82455649,66.68802953,35.79516824,69.84871174,34.54453871,110.448371,104.206522,72.6751636,29.45751078,6.41440139,59.81545836,30.8122859
100.6182906,112.9814699,303.7795855,74.12319189,72.33253868,13.35024399,17.25659614,67.5586879,58.8171643,102.3766918,18.59355375,33.48921561,27.94056418,31.58579118,96.85795186,30.72998552,72.58531332,73.77168528,32.78645562,66.68130168,35.80335688,69.65455402,34.56401063,110.5235552,104.1578126,72.65223348,29.47580027,6.409708523,59.76547296,30.79190525
100.5223033,112.8713932,303.7357217,74.1364253,72.38262835,13.32350144,17.22887807,67.61505095,58.8928516,102.3259191,18.59167793,33.53304898,28.01749387,31.56164549,96.79791981,30.74951009,72.52113741,73.73049336,32.77601537,66.66360277,35.78738354,69.47824297,34.57093412,110.5754755,104.2293816,72.65770764,29.50643852,6.404244686,59.77899899,30.78536128
100.4293056,112.838212,303.6151967,74.16513547,72.37748238,13.32244752,17.18866138,67.67038874,59.01030925,102.2743787,18.58674323,33.57138463,28.02951465,31.53674907,96.82190226,30.75425625,72.40465172,73.71305324,32.7301258,66.69746936,35.83623964,69.20509508,34.55814076,110.5154381,104.3794861,72.66178494,29.52687148,6.406558904,59.84818241,30.77092553
100.227977,112.8663183,303.5370953,74.1120111,72.33827514,13.34213532,17.15459411,67.70470003,59.131034,102.3154441,18.59618571,33.59322795,28.02210777,31.52352217,96.89034177,30.74846348,72.23564041,73.67781988,32.71242611,66.72444257,35.83800743,69.00025088,34.57846658,110.4197674,104.3900427,72.62202907,29.52477229,6.416032451,59.87028228,30.76614585
100.0543793,112.7415239,303.5832222,74.03572027,72.40519214,13.33792567,17.13979586,67.73208204,59.20952766,102.2025355,18.60370622,33.62994167,27.98712097,31.49519764,97.00228836,30.74483535,72.09247214,73.627557,32.73908862,66.74421965,35.86267486,68.88276233,34.58264362,110.4862931,104.3745305,72.64427338,29.50877858,6.417805484,59.8681037,30.72389203
99.85311681,112.6790771,303.7901354,73.90928155,72.46521391,13.33893065,17.13099464,67.69055029,59.26072758,102.4327357,18.60922034,33.71686404,27.90921523,31.48127906,97.16311869,30.72149575,72.03028222,73.5727943,32.7614351,66.695025,35.86994434,68.62804512,34.57532298,110.625167,104.2880327,72.647058,29.53607587,6.416397851,59.88068341,30.6697455
99.5977046,112.5879606,303.9251715,73.8188814,72.512428,13.33967918,17.10954107,67.75763598,59.41017631,102.4395557,18.59550419,33.80760863,27.86744767,31.49666548,97.05259415,30.72114279,71.99329494,73.52146211,32.75552356,66.78014392,35.86814868,68.46136579,34.54059311,110.6769883,104.2586265,72.65062654,29.56056041,6.419391607,59.8845362,30.62824957
99.57970871,112.517687,303.8562093,73.84500569,72.507005,13.33238057,17.07384644,67.92637021,59.68078341,102.5101421,18.61923653,33.87506887,27.82614265,31.46522287,97.03634738,30.75403585,71.90313598,73.52717938,32.73522186,66.89364449,35.9025826,68.25038037,34.49440348,110.6614912,104.3180463,72.64489693,29.57982034,6.412514606,59.94594215,30.6290922
99.64271669,112.5712097,303.6469392,73.8689816,72.5043171,13.33646431,17.04013007,68.0448119,59.89616365,102.4152424,18.65088207,33.94850083,27.7188946,31.42200691,97.00368803,30.74462566,71.75312867,73.48956968,32.74333227,66.95826875,35.937508,68.05548953,34.43695238,110.7411866,104.3964736,72.63880903,29.57760815,6.418212127,59.97863068,30.62723854
99.60271376,112.5050444,303.3665073,73.89339392,72.4708347,13.33697553,17.0082653,68.16227556,60.05087036,102.4316989,18.66890022,34.00284585,27.58792961,31.36708868,97.1993256,30.71280959,71.61143507,73.52068537,32.76647722,66.99608614,35.96911206,67.8669057,34.4048592,110.6120706,104.3915991,72.60495852,29.57651168,6.422879111,60.01744005,30.63001833
99.62453857,112.5714758,303.1971165,73.78725289,72.4228871,13.33763066,16.9903618,68.25973944,60.16673912,102.4679946,18.67944424,34.05913633,27.4354767,31.29084058,97.31992735,30.6787811,71.47752282,73.46698368,32.80433543,66.97508628,36.00385312,67.75338124,34.40196489,110.6084902,104.4489845,72.6380755,29.56285328,6.428327718,60.00738492,30.58810031
99.66463035,112.5154417,303.1253986,73.81729168,72.42387736,13.33657878,16.97215666,68.31958524,60.27864191,102.4732783,18.67358918,34.10453511,27.26941737,31.23438354,97.4669127,30.63767027,71.40228306,73.41037117,32.8587252,66.9447175,35.99848133,67.62588215,34.37423974,110.7001418,104.4798176,72.70819936,29.54329413,6.431421976,60.10057263,30.5601331
99.69044157,112.5251568,302.9805108,73.66942451,72.47401546,13.33546113,16.93649966,68.44469605,60.42857636,102.4711063,18.66512194,34.19843626,27.08975927,31.18304246,97.53087286,30.64350147,71.32577566,73.37364108,32.8213479,66.93322577,35.97664032,67.5135981,34.32663582,110.7455068,104.3582403,72.74010095,29.54369808,6.4282227,60.08144112,30.5612361
99.78654218,112.5508985,302.773818,73.66359706,72.45296381,13.32924666,16.91069849,68.62855872,60.52457134,102.4151968,18.66191789,34.21310895,26.91459823,31.16531771,97.56528908,30.67324477,71.17592651,73.37916531,32.81585355,66.9842977,36.00039163,67.35752224,34.2637532,110.7261154,104.3218598,72.78110281,29.5641508,6.423419611,60.10815041,30.603503
99.95141748,112.5006849,302.5486209,73.77245651,72.43337979,13.33532647,16.86558679,68.71642556,60.64416464,102.2799345,18.67615745,34.20406804,26.72107908,31.09932917,97.65441686,30.69245104,71.06749667,73.38916497,32.80480878,66.93309167,36.02248662,67.18728868,34.16211666,110.6686793,104.4157069,72.79568153,29.55556325,6.42495099,60.18373355,30.60855932
