busname,datetime,v_reading,kw_reading,kvar_reading
bus1,2019-01-04 05:00:00+00:00,124.2569541374136,1.098,0.419433497
bus1,2019-01-04 06:00:00+00:00,124.3491280196628,0.696,0.297814473
bus1,2019-01-04 07:00:00+00:00,123.9457450989936,0.655,0.261946035
bus1,2019-01-04 08:00:00+00:00,123.90281948777759,0.757,0.134951084
bus1,2019-01-04 09:00:00+00:00,124.2633622506732,0.629,0.162954422
bus1,2019-01-04 10:00:00+00:00,124.1703629592804,1.004,0.529145629
bus1,2019-01-04 11:00:00+00:00,124.157814794148,0.638,0.197945148
bus1,2019-01-04 12:00:00+00:00,124.23120080047681,0.671,0.34595169
bus1,2019-01-04 13:00:00+00:00,124.0806764486244,0.679,0.251239161
bus1,2019-01-04 14:00:00+00:00,124.25452222677721,0.985,0.254157212
bus1,2019-01-04 15:00:00+00:00,124.0876761722592,0.707,0.408203814
bus1,2019-01-04 16:00:00+00:00,123.97800895857239,0.665,0.283925308
bus1,2019-01-04 17:00:00+00:00,124.1692128644052,0.599,0.073026988
bus1,2019-01-04 18:00:00+00:00,124.0783235579976,0.74,0.294986029
bus1,2019-01-04 19:00:00+00:00,123.8902273403124,0.988,0.29744933
bus1,2019-01-04 20:00:00+00:00,124.19125445928,0.729,0.407035132
bus1,2019-01-04 21:00:00+00:00,124.18242075687961,0.607,0.23782529
bus1,2019-01-04 22:00:00+00:00,124.25237292870241,0.856,0.495148828
bus1,2019-01-04 23:00:00+00:00,124.27068606797161,0.762,0.287905559
bus1,2019-01-05 00:00:00+00:00,124.2849206896056,0.967,0.480924368
bus1,2019-01-05 01:00:00+00:00,124.353197700174,0.701,0.292380335
bus1,2019-01-05 02:00:00+00:00,124.31918985362519,0.728,0.100087627
bus1,2019-01-05 03:00:00+00:00,124.32090744597,0.684,0.412404061
bus1,2019-01-05 04:00:00+00:00,124.23819729199559,1.02,0.571785173
bus1,2019-01-05 05:00:00+00:00,124.3047221985972,0.726,0.272734562
bus1,2019-01-05 06:00:00+00:00,124.327638141588,0.685,0.313323369
bus1,2019-01-05 07:00:00+00:00,123.95689532558161,0.714,0.428835766
bus1,2019-01-05 08:00:00+00:00,123.7841948761752,1.059,0.52159829
bus1,2019-01-05 09:00:00+00:00,124.13796603071401,0.722,0.437385251
bus1,2019-01-05 10:00:00+00:00,124.2788070491076,0.713,0.083975473
bus1,2019-01-05 11:00:00+00:00,124.1714212737912,0.696,0.22703438
bus1,2019-01-05 12:00:00+00:00,124.17680729016479,0.972,0.374046476
bus1,2019-01-05 13:00:00+00:00,124.24167172334401,0.7,0.242458254
bus1,2019-01-05 14:00:00+00:00,124.15478843262,0.697,0.408616561
bus1,2019-01-05 15:00:00+00:00,124.20085577340001,0.844,0.401095275
bus1,2019-01-05 16:00:00+00:00,124.12873705387801,0.735,0.273391787
bus1,2019-01-05 17:00:00+00:00,124.1439791972388,1.04,0.281408011
bus1,2019-01-05 18:00:00+00:00,124.17873466146,0.671,0.38922952
bus1,2019-01-05 19:00:00+00:00,124.28167126232042,0.724,0.069348881
bus1,2019-01-05 20:00:00+00:00,124.016595058278,1.012,0.470972563
bus1,2019-01-05 21:00:00+00:00,124.209322426002,0.754,0.330637382
bus1,2019-01-05 22:00:00+00:00,124.27237813987921,0.692,0.194694545
bus1,2019-01-05 23:00:00+00:00,124.31930570992319,0.761,0.131532956
bus1,2019-01-06 00:00:00+00:00,124.30819860817559,0.996,0.180825397
bus1,2019-01-06 01:00:00+00:00,124.28159821111079,0.782,0.30404488
bus1,2019-01-06 02:00:00+00:00,124.3114230865248,0.718,0.249877114
bus1,2019-01-06 03:00:00+00:00,124.24128046224001,0.768,0.141889141
bus1,2019-01-06 04:00:00+00:00,124.2843703236396,0.741,0.414001744
bus1,2019-01-06 05:00:00+00:00,124.24771853470921,1.033,0.429553424
bus1,2019-01-06 06:00:00+00:00,124.33883050443721,0.725,0.083985614
bus1,2019-01-06 07:00:00+00:00,123.597169901676,0.782,0.409243568
bus1,2019-01-06 08:00:00+00:00,124.19119389280681,0.723,0.187132276
bus1,2019-01-06 09:00:00+00:00,124.07916610514641,1.178,0.373031356
bus1,2019-01-06 10:00:00+00:00,124.08914798346599,0.7,0.41180013
bus1,2019-01-06 11:00:00+00:00,124.15431173217121,0.743,0.245308772
bus1,2019-01-06 12:00:00+00:00,124.0996359854124,0.639,0.311689747
bus1,2019-01-06 13:00:00+00:00,124.02718986807481,0.79,0.263119838
bus1,2019-01-06 14:00:00+00:00,124.02374294562841,0.899,0.555783489
bus1,2019-01-06 15:00:00+00:00,124.18746305536442,0.758,0.224613212
bus1,2019-01-06 16:00:00+00:00,124.05535406579399,0.696,0.412155632
bus1,2019-01-06 17:00:00+00:00,123.9826959399312,0.75,0.379337416
bus1,2019-01-06 18:00:00+00:00,123.837699363336,1.046,0.295703026
bus1,2019-01-06 19:00:00+00:00,124.0972463441676,0.722,0.172753931
bus1,2019-01-06 20:00:00+00:00,124.0497943897428,0.705,0.185752875
bus1,2019-01-06 21:00:00+00:00,124.1665753087968,0.753,0.28909913
bus1,2019-01-06 22:00:00+00:00,124.11626330603158,1.042,0.505508851
bus1,2019-01-06 23:00:00+00:00,124.3034240701728,0.713,0.401712953
bus1,2019-01-07 00:00:00+00:00,123.900826302894,0.719,0.139807663
bus1,2019-01-07 01:00:00+00:00,124.30380826367882,0.8,0.122302986
bus1,2019-01-07 02:00:00+00:00,124.17186729593519,1.145,0.622200807
bus1,2019-01-07 03:00:00+00:00,124.1819300837688,0.723,0.339291823
bus1,2019-01-07 04:00:00+00:00,124.2959714659416,0.736,0.423487456
bus1,2019-01-07 05:00:00+00:00,124.2923581671504,0.778,0.460227953
bus1,2019-01-07 06:00:00+00:00,124.2288924923928,0.709,0.362728321
bus1,2019-01-07 07:00:00+00:00,124.16775473765519,1.056,0.369626143
bus1,2019-01-07 08:00:00+00:00,124.21034399483041,0.749,0.072024223
bus1,2019-01-07 09:00:00+00:00,123.62865669117599,0.73,0.16264171
bus1,2019-01-07 10:00:00+00:00,124.1064543950988,0.701,0.025751943
bus1,2019-01-07 11:00:00+00:00,123.71458489799639,1.091,0.54060914
bus1,2019-01-07 12:00:00+00:00,124.20658748481,0.76,0.424239843
bus1,2019-01-07 13:00:00+00:00,124.27138949051161,0.708,0.378681468
bus1,2019-01-07 14:00:00+00:00,124.2053604595788,0.703,0.351986541
bus1,2019-01-07 15:00:00+00:00,123.5456844004008,1.093,0.587742971
bus1,2019-01-07 16:00:00+00:00,124.0389446061312,0.759,0.39250831
bus1,2019-01-07 17:00:00+00:00,124.0688379173748,0.724,0.197932333
bus1,2019-01-07 18:00:00+00:00,124.0843598704092,0.826,0.19742496
bus1,2019-01-07 19:00:00+00:00,124.0882607617596,0.819,0.159358743
bus1,2019-01-07 20:00:00+00:00,124.09579290671638,1.056,0.434504413
bus1,2019-01-07 21:00:00+00:00,124.18210726685159,0.768,0.451075395
bus1,2019-01-07 22:00:00+00:00,124.25450499831119,0.775,0.09689739
bus1,2019-01-07 23:00:00+00:00,124.2829799447688,0.803,0.429825199
bus1,2019-01-08 00:00:00+00:00,124.20638311403519,1.032,0.365975334
bus1,2019-01-08 01:00:00+00:00,124.26308857286641,0.758,0.385363393
bus1,2019-01-08 02:00:00+00:00,124.22695145653319,0.794,0.357586301
bus1,2019-01-08 03:00:00+00:00,124.30272495300599,0.718,0.417771774
bus1,2019-01-08 04:00:00+00:00,124.245458309934,1.061,0.486221121
bus1,2019-01-08 05:00:00+00:00,124.28129791973879,0.798,0.326927726
bus1,2019-01-08 06:00:00+00:00,124.3118806475928,0.765,0.306388985
bus1,2019-01-08 07:00:00+00:00,124.2624061389312,0.741,0.29958439
bus1,2019-01-08 08:00:00+00:00,123.7528168512024,0.705,0.131575193
bus1,2019-01-08 09:00:00+00:00,123.48432550050481,1.027,0.362193488
bus1,2019-01-08 10:00:00+00:00,123.6212760043344,0.733,0.255547802
bus1,2019-01-08 11:00:00+00:00,124.27339112519161,0.656,0.142438672
bus1,2019-01-08 12:00:00+00:00,124.1338773901416,0.814,0.188858767
bus1,2019-01-08 13:00:00+00:00,123.59284788697799,1.045,0.404864105
bus1,2019-01-08 14:00:00+00:00,124.1152303143276,0.652,0.20722512
bus1,2019-01-08 15:00:00+00:00,123.8273033297664,0.69,0.231014046
bus1,2019-01-08 16:00:00+00:00,123.7835693560296,0.655,0.200251613
bus1,2019-01-08 17:00:00+00:00,124.0361164577712,1.024,0.345632111
bus1,2019-01-08 18:00:00+00:00,123.77109187277281,0.627,0.312211059
bus1,2019-01-08 19:00:00+00:00,123.85072170084601,0.712,0.182187811
bus1,2019-01-08 20:00:00+00:00,123.83931180351838,0.675,0.355257475
bus1,2019-01-08 21:00:00+00:00,123.6080321357856,0.802,0.422508403
bus1,2019-01-08 22:00:00+00:00,124.04974226410681,0.856,0.496617247
bus1,2019-01-08 23:00:00+00:00,124.26307324600441,0.769,0.263012749
bus1,2019-01-09 00:00:00+00:00,124.32477427386358,0.735,0.156438593
bus1,2019-01-09 01:00:00+00:00,124.28109917102279,0.697,0.299009359
bus1,2019-01-09 02:00:00+00:00,124.26099693587639,1.006,0.324924858
bus1,2019-01-09 03:00:00+00:00,124.311255340734,0.771,0.277614694
bus1,2019-01-09 04:00:00+00:00,124.2932511377988,0.743,0.422460175
bus1,2019-01-09 05:00:00+00:00,124.3127585796312,0.683,0.415886643
bus1,2019-01-09 06:00:00+00:00,124.2291256899324,0.848,0.181982477
bus1,2019-01-09 07:00:00+00:00,124.1617366821804,1.059,0.606418362
bus1,2019-01-09 08:00:00+00:00,123.850725013296,0.738,0.356751424
bus1,2019-01-09 09:00:00+00:00,124.3020574374108,0.65,0.156216458
bus1,2019-01-09 10:00:00+00:00,123.7129458003852,0.737,0.418377844
bus1,2019-01-09 11:00:00+00:00,123.99390137921041,1.002,0.360347664
bus1,2019-01-09 12:00:00+00:00,124.0278596383188,0.656,0.347036895
bus1,2019-01-09 13:00:00+00:00,123.995434625226,0.668,0.326772091
bus1,2019-01-09 14:00:00+00:00,124.2455789238072,0.672,0.053367809
bus1,2019-01-09 15:00:00+00:00,123.9161098679748,0.999,0.5547051
bus1,2019-01-09 16:00:00+00:00,124.19936841366238,0.661,0.400665982
bus1,2019-01-09 17:00:00+00:00,124.005706881702,0.661,0.24158932
bus1,2019-01-09 18:00:00+00:00,123.52675401326039,0.703,0.225802158
bus1,2019-01-09 19:00:00+00:00,123.6751022290248,1.024,0.608773934
bus1,2019-01-09 20:00:00+00:00,124.0303241123136,0.629,0.30482794
bus1,2019-01-09 21:00:00+00:00,124.23275115915841,0.739,0.271238519
bus1,2019-01-09 22:00:00+00:00,124.1681118151896,0.72,0.179490694
bus1,2019-01-09 23:00:00+00:00,124.21730025902761,1.087,0.47753715
bus1,2019-01-10 00:00:00+00:00,124.32761723465279,0.701,0.39182751
bus1,2019-01-10 01:00:00+00:00,124.3708764936744,0.761,0.369107135
bus1,2019-01-10 02:00:00+00:00,124.26326367315241,0.685,0.31370639
bus1,2019-01-10 03:00:00+00:00,124.3687626528828,0.677,0.319719327
bus1,2019-01-10 04:00:00+00:00,124.30248404346959,1.028,0.216416989
bus1,2019-01-10 05:00:00+00:00,124.2964000029552,0.74,0.284964906
bus1,2019-01-10 06:00:00+00:00,124.18864789523398,0.678,0.396701428
bus1,2019-01-10 07:00:00+00:00,123.86909827816079,0.688,0.211534044
bus1,2019-01-10 08:00:00+00:00,124.1327163658152,1.061,0.405238275
bus1,2019-01-10 09:00:00+00:00,124.20577926129,0.667,0.20260168
bus1,2019-01-10 10:00:00+00:00,123.92173108713001,0.723,0.374475826
bus1,2019-01-10 11:00:00+00:00,123.9640264974348,0.648,0.280935159
bus1,2019-01-10 12:00:00+00:00,124.2394468469292,1.001,0.126807399
bus1,2019-01-10 13:00:00+00:00,124.2231920055564,0.651,0.399044034
bus1,2019-01-10 14:00:00+00:00,124.3192786668504,0.651,0.187681592
bus1,2019-01-10 15:00:00+00:00,123.99304120787279,0.739,0.186283492
bus1,2019-01-10 16:00:00+00:00,124.12486415340001,1.109,0.655516526
bus1,2019-01-10 17:00:00+00:00,123.94658759731561,0.662,0.352848742
bus1,2019-01-10 18:00:00+00:00,124.11974425654078,0.681,0.265929934
bus1,2019-01-10 19:00:00+00:00,124.187845567362,0.715,0.430998229
bus1,2019-01-10 20:00:00+00:00,124.18240752260519,1.038,0.10537807
bus1,2019-01-10 21:00:00+00:00,124.2255263003712,0.704,0.334774999
bus1,2019-01-10 22:00:00+00:00,124.26624672730439,0.72,0.358005315
bus1,2019-01-10 23:00:00+00:00,124.2966305162688,0.723,0.311876737
bus1,2019-01-11 00:00:00+00:00,124.2128930301732,0.859,0.480958522
bus1,2019-01-11 01:00:00+00:00,124.2444214730436,0.934,0.412014743
bus1,2019-01-11 02:00:00+00:00,124.2833988918564,0.781,0.267541016
bus1,2019-01-11 03:00:00+00:00,124.3528156130244,0.707,0.266749598
bus1,2019-01-11 04:00:00+00:00,124.294135138914,0.724,0.390565886
bus1,2019-01-11 05:00:00+00:00,124.2156575612688,1.062,0.615616771
bus1,2019-01-11 06:00:00+00:00,124.14304106228758,0.787,0.477694649
bus1,2019-01-11 07:00:00+00:00,123.96417542696761,0.716,0.181869398
bus1,2019-01-11 08:00:00+00:00,123.8150432360004,0.685,0.189247384
bus1,2019-01-11 09:00:00+00:00,123.9115458871992,1.115,0.581151434
bus1,2019-01-11 10:00:00+00:00,124.2966106866576,0.725,0.061941431
bus1,2019-01-11 11:00:00+00:00,124.0446086722452,0.634,0.377466553
bus1,2019-01-11 12:00:00+00:00,124.1483240015472,0.665,0.064678062
bus1,2019-01-11 13:00:00+00:00,124.19562449053319,0.979,0.486772438
bus1,2019-01-11 14:00:00+00:00,124.29171560915641,0.657,0.155638905
bus1,2019-01-11 15:00:00+00:00,124.21947835347841,0.613,0.29723628
bus1,2019-01-11 16:00:00+00:00,124.2529936691316,0.695,0.27215799
bus1,2019-01-11 17:00:00+00:00,124.1713702974372,1.001,0.482202781
bus1,2019-01-11 18:00:00+00:00,124.22384997918,0.644,0.182101576
bus1,2019-01-11 19:00:00+00:00,124.0822556169756,0.65,0.310101871
bus1,2019-01-11 20:00:00+00:00,124.1463658240692,0.709,0.426897943
bus1,2019-01-11 21:00:00+00:00,124.1713338545988,0.956,0.448982534
bus1,2019-01-11 22:00:00+00:00,124.3270591119408,0.615,0.343373598
bus1,2019-01-11 23:00:00+00:00,124.365778914414,0.716,0.391575947
bus1,2019-01-12 00:00:00+00:00,124.4331703462632,0.66,0.194107255
bus1,2019-01-12 01:00:00+00:00,124.3451184398388,1.014,0.099649049
bus1,2019-01-12 02:00:00+00:00,124.33988054556241,0.759,0.204810702
bus1,2019-01-12 03:00:00+00:00,124.37450623815599,0.7,0.310688938
bus1,2019-01-12 04:00:00+00:00,124.34374677390961,0.689,0.391788867
bus1,2019-01-12 05:00:00+00:00,124.2899717622336,0.608,0.326529
bus1,2019-01-12 06:00:00+00:00,124.31868491402399,1.051,0.353677043
bus1,2019-01-12 07:00:00+00:00,123.87393214457039,0.647,0.330356111
bus1,2019-01-12 08:00:00+00:00,123.89535515548799,0.718,0.390186367
bus1,2019-01-12 09:00:00+00:00,124.330962225414,0.645,0.384065509
bus1,2019-01-12 10:00:00+00:00,124.2115625600652,0.986,0.181358896
bus1,2019-01-12 11:00:00+00:00,124.03653006426241,0.654,0.25787009
bus1,2019-01-12 12:00:00+00:00,124.24226380485479,0.651,0.37451882
bus1,2019-01-12 13:00:00+00:00,124.28930830747079,0.645,0.141441037
bus1,2019-01-12 14:00:00+00:00,124.23215233870201,0.974,0.432490483
bus1,2019-01-12 15:00:00+00:00,124.319847246792,0.638,0.389940419
bus1,2019-01-12 16:00:00+00:00,124.0679266910244,0.631,0.378955565
bus1,2019-01-12 17:00:00+00:00,124.2908908134852,0.667,0.372139891
bus1,2019-01-12 18:00:00+00:00,124.21896129592801,0.942,0.548700342
bus1,2019-01-12 19:00:00+00:00,124.30835250915361,0.761,0.355076511
bus1,2019-01-12 20:00:00+00:00,124.26716960120159,0.635,0.3800616
bus1,2019-01-12 21:00:00+00:00,124.160747655816,0.67,0.354621421
bus1,2019-01-12 22:00:00+00:00,124.2630417090492,0.944,0.422852511
bus1,2019-01-12 23:00:00+00:00,124.3163803768092,0.641,0.286646406
bus1,2019-01-13 00:00:00+00:00,124.44918560876042,0.643,0.073509487
bus1,2019-01-13 01:00:00+00:00,124.3766550673428,0.728,0.263166686
bus1,2019-01-13 02:00:00+00:00,124.3932006925092,0.599,0.339359647
bus1,2019-01-13 03:00:00+00:00,124.3788746588856,1.025,0.210783865
bus1,2019-01-13 04:00:00+00:00,124.37120243879642,0.638,0.059563113
bus1,2019-01-13 05:00:00+00:00,124.33441188340079,0.671,0.345244472
bus1,2019-01-13 06:00:00+00:00,124.18558714232282,0.646,0.358110435
bus1,2019-01-13 07:00:00+00:00,124.06613332809479,0.963,0.389879447
bus1,2019-01-13 08:00:00+00:00,124.1844186953052,0.717,0.353912419
bus1,2019-01-13 09:00:00+00:00,124.3326877441248,0.669,0.25678312
bus1,2019-01-13 10:00:00+00:00,123.84240308799481,0.63,0.265733463
bus1,2019-01-13 11:00:00+00:00,124.21920537794519,0.948,0.501374257
bus1,2019-01-13 12:00:00+00:00,123.77454089109,0.695,0.336828321
bus1,2019-01-13 13:00:00+00:00,123.53111474502958,0.776,0.443684565
bus1,2019-01-13 14:00:00+00:00,123.9859095954444,0.631,0.21573157
bus1,2019-01-13 15:00:00+00:00,123.61252941079081,0.961,0.593070354
bus1,2019-01-13 16:00:00+00:00,124.33537840038001,0.63,0.184315291
bus1,2019-01-13 17:00:00+00:00,124.3343387983032,0.635,0.334721468
bus1,2019-01-13 18:00:00+00:00,124.2429987756156,0.653,0.348801801
bus1,2019-01-13 19:00:00+00:00,123.757172693934,0.955,0.50084981
bus1,2019-01-13 20:00:00+00:00,124.1502908807892,0.678,0.314736056
bus1,2019-01-13 21:00:00+00:00,123.79038072771961,0.641,0.346215863
bus1,2019-01-13 22:00:00+00:00,124.20540651358439,0.707,0.327081673
bus1,2019-01-13 23:00:00+00:00,124.3334984977536,0.977,0.095491036
bus1,2019-01-14 00:00:00+00:00,124.3624907242764,0.65,0.389729704
bus1,2019-01-14 01:00:00+00:00,124.36222634616601,0.676,0.343146202
bus1,2019-01-14 02:00:00+00:00,124.3051372714536,0.645,0.323524873
bus1,2019-01-14 03:00:00+00:00,124.3628507133804,0.714,0.289936988
bus1,2019-01-14 04:00:00+00:00,124.35369947128079,0.899,0.204546664
bus1,2019-01-14 05:00:00+00:00,124.3597965818928,0.807,0.352139867
bus1,2019-01-14 06:00:00+00:00,124.0844043494196,0.714,0.264042398
bus1,2019-01-14 07:00:00+00:00,124.29010444029481,0.687,0.237042315
bus1,2019-01-14 08:00:00+00:00,123.98054078657638,0.964,0.284878181
bus1,2019-01-14 09:00:00+00:00,124.09877470473121,0.761,0.415653448
bus1,2019-01-14 10:00:00+00:00,124.27462263385559,0.671,0.28471056
bus1,2019-01-14 11:00:00+00:00,124.032486046392,0.651,0.391807076
bus1,2019-01-14 12:00:00+00:00,124.1421705409404,1.08,0.431857531
bus1,2019-01-14 13:00:00+00:00,124.17025343421359,0.697,0.319716672
bus1,2019-01-14 14:00:00+00:00,124.1533721177436,0.66,0.259885609
bus1,2019-01-14 15:00:00+00:00,124.07282289501,0.736,0.400517723
bus1,2019-01-14 16:00:00+00:00,124.1646529312716,0.706,0.418750564
bus1,2019-01-14 17:00:00+00:00,124.072977179838,0.918,0.509836983
bus1,2019-01-14 18:00:00+00:00,124.05770395164001,0.975,0.343574214
bus1,2019-01-14 19:00:00+00:00,124.14996484353,0.741,0.30938843
bus1,2019-01-14 20:00:00+00:00,124.2583573209732,0.785,0.152207032
bus1,2019-01-14 21:00:00+00:00,124.1771832465432,0.773,0.277457125
bus1,2019-01-14 22:00:00+00:00,124.284403043892,0.649,0.338049244
bus1,2019-01-14 23:00:00+00:00,124.39482673046759,0.671,0.036743423
bus1,2019-01-15 00:00:00+00:00,124.27116620099162,0.73,0.436638279
bus1,2019-01-15 01:00:00+00:00,124.26496586890562,1.08,0.440770535
bus1,2019-01-15 02:00:00+00:00,124.33573844673839,0.651,0.3350074
bus1,2019-01-15 03:00:00+00:00,124.32144877848481,0.742,0.398903495
bus1,2019-01-15 04:00:00+00:00,124.25239500965282,0.717,0.375436016
bus1,2019-01-15 05:00:00+00:00,124.2676404876288,1.055,0.487614789
bus1,2019-01-15 06:00:00+00:00,124.389612049044,0.652,0.244216171
bus1,2019-01-15 07:00:00+00:00,124.28069818950121,0.764,0.43270105
bus1,2019-01-15 08:00:00+00:00,124.0496049777372,0.721,0.435312603
bus1,2019-01-15 09:00:00+00:00,123.97949351120879,0.657,0.375392331
bus1,2019-01-15 10:00:00+00:00,123.32127263028359,0.968,0.274421855
bus1,2019-01-15 11:00:00+00:00,124.139564972094,0.694,0.203255958
bus1,2019-01-15 12:00:00+00:00,124.0222541715108,0.634,0.247874857
bus1,2019-01-15 13:00:00+00:00,124.0514266090932,0.974,0.139772465
bus1,2019-01-15 14:00:00+00:00,124.1858307954696,0.671,0.159850265
bus1,2019-01-15 15:00:00+00:00,124.1312173322208,0.698,0.281710468
bus1,2019-01-15 16:00:00+00:00,124.1695729522824,0.742,0.439755046
bus1,2019-01-15 17:00:00+00:00,124.1956860780252,0.735,0.195293372
bus1,2019-01-15 18:00:00+00:00,124.1065225755828,1.009,0.232386326
bus1,2019-01-15 19:00:00+00:00,124.2048009312036,0.703,0.168089615
bus1,2019-01-15 20:00:00+00:00,124.15946205011639,0.703,0.355497777
bus1,2019-01-15 21:00:00+00:00,124.26485870044921,0.707,0.413861304
bus1,2019-01-15 22:00:00+00:00,124.2245223275424,1.029,0.600950935
