701_ab,701_bc,701_ac,712_ac,713_ac,714_ab,714_bc,718_ab,720_ac,722_bc,722_ac,724_bc,725_bc,727_ac,728_abc,729_ab,730_ac,731_bc,732_ac,733_ab,734_ac,735_ac,736_bc,737_ab,738_ab,740_ac,741_ac,742_ab,742_bc,744_ab
155.0705167,124.118464,392.4124941,75.07029558,101.837601,14.96284993,18.59165834,81.69237374,88.82741926,125.8841288,24.16785315,36.14635323,41.11451998,44.88187078,125.2636142,42.96895891,98.20567665,75.55300768,40.45525616,75.68860031,39.71034707,75.03413896,37.61558055,125.8251471,121.1462837,79.73883959,41.32227212,8.149695587,81.43624821,37.39293569
154.7185763,124.4174873,391.0997394,75.12960621,101.3707792,14.9773582,18.58868866,81.64986436,88.87519952,125.7011223,24.13536261,36.17447371,41.01941814,44.78497571,124.7339721,42.82399804,98.16594141,75.52532525,40.48325353,75.60665072,39.67870113,75.07431217,37.57566179,125.9472869,121.13479,79.92731099,41.36847164,8.141048572,81.25045873,37.39991978
154.3274324,124.5898803,390.7066398,75.07986697,101.4880645,15.03961513,18.56168646,81.63701304,88.77413521,125.5427161,24.12586208,36.25836494,41.00897441,44.75088102,124.9952729,42.81752469,98.32218503,75.50857142,40.60550372,75.58485826,39.6246581,74.91269655,37.62889863,126.2681191,121.0230915,79.9951117,41.3818421,8.155718988,81.36340449,37.43687492
154.2442782,124.6904241,392.0960321,74.94728164,101.3027095,15.05069488,18.54340177,81.54190684,88.70849055,125.4893226,24.18635138,36.38154291,40.9393629,44.87852011,124.8657618,42.740505,98.55756606,75.51566717,40.61615758,75.61439666,39.56079757,75.07934832,37.70082381,126.3133661,120.7933931,79.77211402,41.34837059,8.156952007,81.51262778,37.49459963
154.1751533,124.6789254,392.9726359,74.85301958,101.220148,15.06492118,18.54197838,81.54791589,88.44709916,125.6751698,24.11289467,36.3601165,41.03509433,44.98304205,125.0021567,42.78590183,98.67368956,75.47917286,40.62183823,75.64962331,39.46229276,75.1250132,37.67940162,126.4114581,120.6272425,79.56414085,41.3852198,8.184563601,81.65293813,37.49613749
154.2185298,124.8690558,394.9363065,74.64729667,101.0150565,15.07161285,18.54519779,81.61662586,88.32246936,126.055704,24.10450932,36.35868523,41.13626622,45.05554273,124.9772454,42.7482373,98.76310577,75.54250145,40.55429839,75.72168007,39.44966502,74.8348333,37.65760502,126.3084711,120.6548172,79.55357797,41.39812497,8.173229742,81.60957802,37.38703554
154.0149133,125.4395764,396.2767755,74.61914676,100.9474022,15.06698754,18.56874742,81.31668919,88.47793276,125.8556906,24.10176796,36.3062864,41.06432591,45.03912569,125.2163739,42.64086578,98.85458253,75.37403722,40.56517368,75.69029128,39.49449842,75.0045548,37.70012445,126.1621839,120.4885498,79.37370667,41.44047111,8.173964092,81.59803872,37.35298697
153.9660444,125.6953415,395.153594,74.64391404,100.8929436,15.07093482,18.60288677,81.33799541,88.42557937,125.8166658,24.09575183,36.1967964,41.03784,45.10032762,125.2462078,42.6223306,98.7856609,75.31490975,40.54108108,75.62318357,39.53562484,75.17348856,37.74048955,125.9412467,120.4274651,79.00815752,41.4762388,8.161312699,81.59711678,37.35663103
154.5050267,125.1889654,395.2145686,74.66453991,100.7184751,15.04773802,18.63879566,81.2633212,88.28232126,125.2839736,24.12408353,36.21610905,41.1079565,45.18477751,125.253139,42.69771745,98.64212409,75.20044693,40.49108824,75.51568505,39.57425817,75.26953057,37.73755893,125.5520425,120.3955976,78.96165808,41.44844008,8.125449757,81.4876782,37.41890793
154.2774724,125.0987162,395.2559916,74.64831601,100.5604922,15.07461962,18.68166528,81.35119416,88.40294968,124.9474484,24.15596192,36.25748986,41.13045782,45.06943997,125.3917096,42.74070215,98.6683892,75.03294373,40.5129221,75.46973842,39.56224447,75.00886422,37.77524157,125.6488846,120.5812707,78.90119707,41.32254342,8.116036968,81.45708805,37.42578522
154.447398,125.2832756,394.4588419,74.69115103,100.647353,15.11781711,18.67804393,81.38181503,88.41267351,124.7639471,24.11392228,36.29454056,41.00934638,45.02948067,125.4874842,42.75175577,98.57970398,74.96598186,40.65185238,75.27501695,39.56671062,75.00615206,37.66787047,125.5117197,120.7439604,78.95200725,41.37674238,8.118358734,81.73103524,37.50716869
154.7892698,125.2169711,393.1077701,74.84316205,100.8044573,15.14356838,18.73184253,81.25657252,88.18857638,125.1624365,24.08190005,36.32487821,41.01215715,45.00637442,125.2871658,42.74601323,98.45877452,74.90196778,40.68454587,75.18692104,39.51981031,75.18692104,37.63834341,125.7046097,120.7697537,79.15570991,41.41086402,8.124090424,81.87657564,37.55672932
155.0698868,125.0324599,393.782502,74.93011049,100.6716256,15.138912,18.72220107,81.338608,88.35114106,125.2714922,24.12567385,36.41222403,40.93339758,44.99693411,125.2981564,42.57810377,98.45054298,75.08056428,40.72878849,75.00615206,39.60373634,75.27501695,37.60800931,125.835146,120.7929299,78.9902114,41.40063139,8.141900527,82.02657729,37.60261105
155.0278385,125.1838953,393.7000468,74.98448096,100.6343669,15.20274689,18.68341549,81.47803398,88.53890797,125.0227345,24.12108345,36.5222715,41.10479777,44.86121225,125.040436,42.5264054,98.44664712,75.05401876,40.65882323,75.00886422,39.57261338,75.46973842,37.55489484,126.3769349,120.9406775,78.88222533,41.36594523,8.145662451,81.95585985,37.64238744
154.8018452,125.0207167,393.9836669,74.86546429,100.3240028,15.22035878,18.65608078,81.64749269,88.59676568,124.9480094,24.15452709,36.56257544,41.12289555,44.96305301,125.1263705,42.6159397,98.65104551,75.10710083,40.70210793,75.26953057,39.62559567,75.51568505,37.5174187,126.5007116,121.6797864,78.62937468,41.40448381,8.151406426,81.60508545,37.52579015
155.1981514,125.1406065,394.3132227,74.89177959,99.84124148,15.20118141,18.67424398,81.66553471,88.61036062,125.1814065,24.15830179,36.55275415,40.97852797,44.86525069,125.2750533,42.62155652,98.93138538,75.07246824,40.64225421,75.17348856,39.63341946,75.62318357,37.6115069,126.7074879,121.6485442,78.59779292,41.45725704,8.153414415,81.44918071,37.56999222
155.4182064,125.2319519,394.7723674,74.8621593,99.94425039,15.18898699,18.66446963,81.68918861,88.84748887,125.1603224,24.11544494,36.56817093,40.93695371,44.78514713,125.3748487,42.65399816,99.21595755,75.01015799,40.63127286,75.0045548,39.8391143,75.69029128,37.58146892,126.7366741,121.3204195,78.51142569,41.52737219,8.150187746,81.18517187,37.66164962
155.7733351,125.2633614,394.2971004,74.74232477,100.1633343,15.19483682,18.64339449,82.08727997,88.82027241,125.4365353,24.07805315,36.62175413,40.9087772,44.69677073,125.3912794,42.77627597,99.43616447,75.02378432,40.69138355,74.8348333,39.9382016,75.72168007,37.61809135,126.757889,121.189391,78.38267224,41.51746545,8.138748146,81.07124943,37.64360603
156.3827033,125.2749913,392.1483628,74.68262877,100.1458836,15.19651476,18.61270698,82.10468634,88.9649396,125.8197895,24.05256446,36.69005271,40.89323395,44.78649613,125.5705161,42.64502409,99.51379776,75.10039392,40.75051164,75.1250132,39.90418926,75.64962331,37.66295791,126.4786241,121.1964335,78.28693996,41.49375322,8.123037203,81.06358065,37.57084365
156.4760648,125.3385214,391.6947044,74.56984773,100.0668011,15.18231563,18.63065178,81.97150192,88.98478248,126.3011814,23.96058848,36.73607901,40.90723712,44.73654714,125.7164001,42.60355546,99.49429575,75.11572132,40.70703859,75.07934832,40.04742636,75.61439666,37.64268782,126.254893,121.0871358,78.16476215,41.41675418,8.123085364,81.23699058,37.5016166
156.9014803,125.5958792,392.9422451,74.71392855,100.2995877,15.19502366,18.63467665,81.63567286,88.91827232,126.0520929,23.97601378,36.76233117,40.99119947,44.68703338,125.668383,42.60793419,99.66073236,75.01326681,40.76598862,74.91269655,39.98951488,75.58485826,37.61460526,126.4442691,121.2637474,78.12353149,41.44011106,8.127633537,81.35707231,37.45801294
157.0093443,125.6902168,392.8596114,74.72435775,100.3189838,15.21022447,18.61372824,81.31290814,88.79060366,125.7941436,24.03745745,36.84352664,40.98876481,44.64948046,125.405278,42.76633798,99.85728548,74.88087887,40.68084805,75.07431217,40.08029816,75.60665072,37.49620734,126.2869626,121.3572581,78.05985864,41.39533585,8.143220556,81.33858253,37.38616206
156.7380606,125.5977116,392.4630835,74.76794034,100.1656681,15.20528039,18.64295867,81.18724765,88.66870692,126.0247993,24.01417644,36.9272287,41.03637406,44.6426379,125.4786111,42.8178287,100.0113537,74.94620915,40.68899686,75.03413896,40.13217956,75.68860031,37.50965393,125.8783732,121.4988315,78.00931546,41.32495242,8.157500641,81.37873699,37.41903892
156.5278959,125.6565372,391.9631462,74.79812365,100.378931,15.23465648,18.62814627,81.47048877,88.57551715,126.2863265,24.014278,36.99946268,41.07614541,44.76101795,125.6832762,42.78301203,100.2721062,75.15301349,40.75878844,75.04754304,40.17794506,75.89172782,37.48533506,125.705148,121.4890668,78.0455917,41.34180188,8.141592348,81.44432232,37.45190998
156.526776,125.5919767,391.8021009,74.84083294,100.3650808,15.25968286,18.61945253,81.59935975,88.50134683,126.2905885,24.03059551,36.98660333,41.34103957,44.69012172,125.6502567,42.65735676,100.5149497,75.0511189,40.86260368,74.98549597,40.27398288,75.92179973,37.56061054,125.8431815,121.2296103,78.14827102,41.30570087,8.148562657,81.41949931,37.45956363
156.63026,125.8839546,392.164011,75.02949255,100.4958344,15.24622962,18.58845189,81.53231002,88.61173966,125.9988016,23.98537066,36.90290558,41.30355214,44.60671993,125.749781,42.61277778,100.3538809,75.08712699,40.85654078,74.97318428,40.23236726,75.82986253,37.51853767,125.5888683,121.5047419,78.23125555,41.14162417,8.158134927,81.22866075,37.42503845
156.4735399,126.0814207,392.0206945,74.93702719,100.6313501,15.2865748,18.59844271,81.59488941,88.64401159,125.9140425,24.01194103,36.9149191,41.27830011,44.59872571,125.5228562,42.5016144,100.2752386,75.22727425,40.8944821,74.66770639,40.23323162,75.77777667,37.59549807,125.4560311,121.8383805,78.26592157,41.22335084,8.151283419,81.0750794,37.41340745
155.560512,125.7965474,391.2590064,75.0813504,100.4804915,15.31208386,18.58967764,81.50362248,88.80137389,126.028052,24.01719069,36.96750313,41.24793618,44.5475224,125.3136093,42.53049748,99.99684575,75.0851254,40.94409303,74.62629218,40.22899496,75.69704977,37.55417015,125.7806431,121.7312562,78.31953796,41.22950399,8.14403316,80.90555875,37.32130223
155.1335071,125.8143483,392.0549091,75.12633805,100.0465539,15.28790858,18.62611656,81.29086095,88.76240559,126.1224472,24.08499341,36.83246609,41.24721251,44.56880911,125.559864,42.68572458,99.93758235,75.07019488,40.97201331,74.56080748,40.2752148,75.63457885,37.60091774,126.2825848,121.3240452,78.31788097,41.14362969,8.161033572,80.80072267,37.40153343
155.2706271,125.8580841,392.464658,75.05346823,100.1226185,15.32411708,18.62478142,81.13865454,88.58081128,126.0067457,24.13600727,36.88569143,41.32581255,44.57955818,125.5037722,42.75600219,100.0197181,75.18556265,40.98131029,74.81067907,40.32570104,75.54123862,37.63633848,126.4862372,121.3033274,78.13837593,41.01425951,8.144366861,80.64878008,37.39518649
155.3566534,125.7602873,391.5868546,75.31755455,100.1643723,15.35873964,18.57101952,81.03374381,88.63044986,125.9014033,24.11675982,36.8789209,41.27728934,44.49829654,125.5271001,42.81822981,100.0598172,75.2186155,41.04816633,74.78835908,40.30986219,75.53072173,37.61151733,126.138066,120.753877,77.96588505,41.05944021,8.138779046,80.23843812,37.33624896
155.4550837,125.9012424,390.7371725,75.42851569,100.0144545,15.36147256,18.57440896,80.91128149,88.62839411,126.0847271,24.15792617,36.97948861,41.23748865,44.49295882,125.3823548,42.73991335,99.79623172,75.17069342,41.08279138,74.71076784,40.35497699,75.44584534,37.587658,125.89665,120.9264712,77.9622924,41.20994806,8.140652732,80.30969255,37.32152444
155.81188,126.0226261,389.2520536,75.48495032,99.87457968,15.30106896,18.60002296,81.14382516,88.82659363,126.4262687,24.13201067,37.05972633,41.26234107,44.46617087,125.5783822,42.5614536,99.78235195,75.42322207,41.14493063,74.68260513,40.40229611,75.5788858,37.54638208,126.0575462,120.8761271,77.93060542,41.16113322,8.137209256,80.2184529,37.29389979
155.8308137,126.3084426,389.3826087,75.47523882,99.87951504,15.2657182,18.57611015,80.99639308,88.62672634,126.4402138,24.1061588,37.05783473,41.36175172,44.38747248,125.4095435,42.48966538,99.79746185,75.23598287,41.19344148,74.66871908,40.34181837,75.81801255,37.57017995,125.9203157,120.8055349,78.06199444,41.11173439,8.135519483,80.21804449,37.29863153
155.4711834,126.2312608,389.5948867,75.35160757,99.99384302,15.27123711,18.62810113,81.16064948,88.72684841,126.2472652,24.03385188,37.04123892,41.3816277,44.3954984,125.6039014,42.61147051,99.78072712,75.01141137,41.18099592,74.69222364,40.20212022,75.87345355,37.4643005,125.666864,120.7223056,78.35512658,41.12386259,8.124378377,80.12719414,37.3829264
155.4261618,125.8772254,390.335258,75.48355131,99.90436726,15.28688289,18.65988864,81.12540521,88.70127745,126.3771288,24.03179273,37.02444533,41.42331145,44.30763455,125.6747266,42.49750534,99.50240938,74.82295109,41.20496235,74.86189438,40.05932826,75.93132222,37.40406127,125.7250263,121.1699059,78.44916469,41.23159493,8.133573969,80.21785123,37.39202603
155.3407597,125.6181723,389.5756335,75.77273232,100.103297,15.23313465,18.65066557,81.13929198,88.78288555,126.2445173,24.03035032,37.22209017,41.4689338,44.31988312,125.9108892,42.59896773,99.53793114,74.7803808,41.17859127,74.87470542,40.10925448,75.94157656,37.37774519,126.0218965,121.3788942,78.36216637,41.37169387,8.1336157,80.24090381,37.43868695
155.2165868,125.5050281,389.7024047,75.87274326,100.3024965,15.20345536,18.66163662,81.17881066,88.87068111,125.9942096,24.06036966,37.1811483,41.46369623,44.29899017,125.6922041,42.61763759,99.53734557,74.77621777,41.25889705,74.86771016,40.27885797,76.03941979,37.24596728,126.1491162,121.4510927,78.36172282,41.30196099,8.109077175,80.14983243,37.40008627
155.0571025,125.5763814,389.7633706,75.70487697,100.4476574,15.21521028,18.67507222,81.38063416,88.91395776,125.9041676,24.00404585,37.18371347,41.48677434,44.29038248,125.7119575,42.62238245,99.63466346,74.83236854,41.19757158,74.86245886,40.2302969,76.06721453,37.25048138,126.2341668,121.3320795,78.36972223,41.32100659,8.09036751,80.07308045,37.3973099
155.0027606,125.4392926,390.2504117,75.7426742,100.3066542,15.19664163,18.6439933,81.37586756,88.44123394,125.6009493,23.97832298,37.23408098,41.49943935,44.41605511,125.8791115,42.62624637,99.92140678,74.75565831,41.12901802,75.06487509,40.27529187,75.85884974,37.29029736,126.1053247,121.6170815,78.33661452,41.34448896,8.092679725,80.12942462,37.45013522
154.8483986,125.810819,391.3786507,76.07485492,100.3760912,15.21007304,18.61001289,81.35795749,88.28103411,125.35059,23.8889103,37.16595034,41.52170981,44.43416452,125.8906301,42.65943521,100.2648715,74.9407429,41.05467835,75.01634342,40.2177946,75.8767561,37.30747864,125.8516579,121.3546943,78.41491995,41.37841433,8.103100405,79.81649454,37.44422296
154.8126985,125.9362256,391.6510215,76.28842047,100.4232236,15.23127306,18.60883896,81.46323362,88.38661129,125.3545608,23.93639447,37.14480024,41.50391669,44.45662573,125.8762941,42.5792123,100.294267,75.17823056,41.00791134,74.98941566,40.26807201,75.80854669,37.25080625,125.7884578,121.3329096,78.32697865,41.35534886,8.09511686,79.80249245,37.53166955
154.791031,125.8513152,391.6323421,76.29933095,100.1297949,15.22561739,18.59588617,81.72549134,88.21693488,125.3794789,23.93308329,37.12754403,41.53840368,44.55310396,126.2704221,42.53051744,100.4826427,75.25386077,41.03153338,74.88262971,40.4138884,75.87310605,37.27563497,126.0840696,120.9259186,78.18641731,41.26154064,8.086624348,79.7711243,37.5763326
154.8476921,125.3212898,391.1780964,76.28880344,100.0665365,15.19125574,18.60615749,81.87043161,88.07094287,125.2937077,23.95656339,37.1507896,41.53460427,44.53591932,126.1616379,42.38501177,100.4630489,75.07849274,41.08526464,74.85098701,40.39073633,75.80878297,37.23443748,126.0918503,120.5578661,78.16441137,41.32414659,8.089105632,79.75020002,37.648528
154.7988292,125.0314404,391.809863,76.33538724,100.2396137,15.19186914,18.64128925,81.43674533,88.06571001,125.394435,23.9907016,37.2041815,41.50197824,44.55340049,126.2370733,42.36356596,100.4072918,74.99257057,41.05481412,74.77615023,40.39075794,75.87659261,37.19390147,125.9408872,120.3345748,78.21656594,41.38160204,8.092029617,79.69697539,37.64170589
154.6117667,125.0559662,392.2075891,76.34618418,100.4380331,15.19812922,18.66078216,81.3717412,88.11783176,125.2324784,24.03705033,37.22908439,41.53414698,44.47025259,126.2860722,42.47565472,100.4635279,74.89246115,41.09916432,74.91582458,40.4655787,75.77879978,37.18781412,125.9894588,120.4692561,78.26190183,41.39374948,8.0980751,79.76683567,37.59141592
154.7750666,125.1140049,392.2709163,76.34821248,100.4561573,15.1893521,18.63884032,81.3096837,88.06483568,125.0419185,24.05862362,37.2889289,41.59405301,44.40004738,126.352298,42.35474834,100.4544418,74.77023377,41.12518962,75.15936572,40.41390712,75.65342501,37.18523929,125.9436635,120.2197759,78.38008612,41.32117241,8.123131937,79.71536272,37.64841448
153.9586238,125.2536672,392.7871319,76.34251562,100.2016194,15.17705,18.62379875,81.33432808,87.94996645,125.1898092,24.06343727,37.23562224,41.56684868,44.36892639,126.3106189,42.35910371,100.3051167,74.80796392,41.08267436,75.36148829,40.4156654,75.83099493,37.2053242,125.7193315,120.067839,78.4736205,41.30893867,8.144158367,79.60902049,37.59516089
153.738913,125.4904815,393.2389795,76.34720065,100.0411161,15.14247131,18.59757131,81.2787537,88.0145127,124.7322231,24.09438222,37.18772657,41.53771717,44.3981993,126.4095694,42.15831458,100.3357794,74.93991678,41.14518814,75.35600682,40.29166483,75.99185404,37.17605833,125.6062137,119.6277862,78.71717478,41.39080721,8.142866026,79.61762023,37.54357418
153.9424854,125.5661534,393.7975043,76.31464817,99.83215904,15.18232224,18.58662706,81.0449896,87.9789787,124.4934692,24.11852087,37.1853055,41.6070455,44.39593937,126.6892034,42.10941696,100.3212118,75.04748639,41.27875853,75.26945014,40.38791099,75.82416159,37.21869644,125.4574864,119.5125779,78.61164219,41.38594812,8.105665228,79.69010913,37.48319937
154.2803131,125.9250371,395.5659476,76.52596629,100.0071437,15.23526745,18.61239209,81.10540774,87.81978917,124.1250903,24.18896192,37.23921094,41.58034227,44.31323382,126.7790989,41.94645769,100.4128863,75.12552626,41.36974773,75.11371935,40.30846242,75.94013573,37.33302314,125.6074664,119.5103678,78.55089353,41.49051239,8.103178805,79.80543766,37.51325313
154.0843291,126.0340889,395.630176,76.67237899,100.0618466,15.23868539,18.56350322,81.22975652,87.90075867,123.6772124,24.17452571,37.13757072,41.5314873,44.15725298,126.5015953,42.07150288,100.5158615,75.65217859,41.28186673,74.96675548,40.26836319,76.06258841,37.41600973,125.5669967,119.1848294,78.72342836,41.53095133,8.112095247,79.86141905,37.5503551
154.1692883,126.2410892,396.4504378,76.717009,100.2247728,15.21979806,18.55963991,81.34810862,87.72305441,123.4254159,24.19749213,37.14097739,41.47196389,44.03074435,126.734764,41.94392919,100.605151,75.78932598,41.27713004,74.91269603,40.38829477,75.86197374,37.43190084,125.6848123,119.1704812,78.69916324,41.49505443,8.097755407,79.97195602,37.57732697
154.0951669,126.1863403,396.1949009,76.57635613,100.1673898,15.21559949,18.48162264,81.22181479,87.48588198,123.2665157,24.21077934,37.07136425,41.45336848,43.97991158,126.7902624,41.97712523,100.7534077,75.69119463,41.25332777,74.92899785,40.35256414,75.72157178,37.44538741,125.7775873,118.9659207,78.84193054,41.39523211,8.085877395,79.8246655,37.5596154
154.4755008,125.8860123,396.7255369,76.40437446,100.0090165,15.23847443,18.45282728,81.42242817,87.51740341,123.1008444,24.16038567,37.0230886,41.46795277,43.99559986,126.9882735,41.99006917,101.1538882,75.70735592,41.24060123,74.8399528,40.3910964,75.52894985,37.42249484,125.4499159,119.0882547,79.11666173,41.29858,8.099105046,79.91612129,37.61928066
154.2788774,125.8005489,397.0405993,76.21829905,100.1681898,15.24462923,18.41636937,81.55499388,87.65500395,123.023044,24.21068941,37.00567062,41.37290864,44.04477107,127.2521264,42.0631237,101.3681376,75.60995093,41.25360728,74.93653091,40.48403151,75.51320498,37.42614499,125.2962155,119.3444721,79.14012957,41.3536942,8.115227454,79.9328039,37.63906943
154.1672771,125.5465709,397.5361619,75.86078114,100.2918625,15.22281991,18.3692815,81.85538137,87.65636292,123.0965317,24.29265883,37.09979781,41.37278354,44.12573748,127.1204839,42.03702176,101.4827439,75.47305188,41.23681896,75.00864718,40.44014928,75.45959362,37.37792165,125.1198426,119.411278,78.95709407,41.45020334,8.10254758,80.12324913,37.72362035
154.2748594,125.7081849,396.5079488,75.87634627,100.4481206,15.21264356,18.31397232,81.81049623,87.62845681,123.1351197,24.22238627,37.08577899,41.16533846,44.22783145,126.9716289,42.09547259,101.1269614,75.4782626,41.24739137,74.95561263,40.34574622,75.32140923,37.27609093,125.0329831,119.4228173,79.07620268,41.45135206,8.113092482,80.15557213,37.82428437
154.6040471,125.8894741,396.2548954,75.90929835,100.5809577,15.22851785,18.33268565,81.7366946,87.79706382,123.2180664,24.19501663,37.12285318,41.08046431,44.13340586,126.9637801,42.11031199,100.8976391,75.59667021,41.17078247,74.72569581,40.34083605,75.04845895,37.30359639,124.7755697,119.687498,78.98922815,41.46714908,8.101784878,80.24765402,37.79801462
154.7034873,126.0756453,396.2179577,76.12200767,100.6085371,15.27705928,18.32559526,81.896512,87.80265478,123.0523721,24.21553927,37.08805854,41.08216679,44.1914819,126.7083521,42.13534423,100.6707437,75.60346632,41.23796567,74.74169355,40.32546688,74.9868761,37.35386221,124.682661,120.0038497,78.97839774,41.49353824,8.1117936,80.3166559,37.77285481
154.7199149,125.9411411,396.5710767,76.15062064,100.48444,15.27312142,18.34570494,81.55866594,87.58851889,123.1107605,24.16785102,37.12439905,41.11158641,44.2356549,126.4323688,42.08821106,100.5432634,75.6172384,41.39862361,74.8664065,40.45012296,74.95396536,37.49371972,124.618812,119.7328,78.95547952,41.52707583,8.099949678,80.32205331,37.77744241
154.5287264,125.7469473,396.0868955,76.15250719,100.5130139,15.27274098,18.32864396,81.73643454,87.68935405,123.1453023,24.15001139,37.1491367,41.05777666,44.20136199,126.5083601,42.13333673,100.5681275,75.94233306,41.41988151,74.82078376,40.4434543,74.87906586,37.48510332,124.6666338,119.6533231,78.82213141,41.56053734,8.090138617,80.13066294,37.78305054
154.2496532,125.8456863,396.6542594,76.05111953,100.7221187,15.28209276,18.32517822,81.87528014,87.44752097,122.8184988,24.13318913,37.15725037,41.03770204,44.10931141,126.1897549,42.06861345,100.5251106,75.78728386,41.40273032,74.81424965,40.3331901,74.88321083,37.54108949,124.1539741,119.6330721,78.85948505,41.61270691,8.098082766,80.15973062,37.60596217
153.6478857,126.0899884,396.8685191,75.87281272,100.7836839,15.25459308,18.36634631,82.06953716,87.40956259,122.8815167,24.07259962,37.25489935,40.88003381,44.09277964,125.9264213,42.08121421,100.3790599,75.76043739,41.37381759,74.88679099,40.23515519,74.78430277,37.6278805,124.4881496,119.2086917,79.11637405,41.61609753,8.11166991,80.0428776,37.37250262
153.4583412,126.0004551,396.358335,75.77728907,100.5253596,15.26663599,18.4189297,82.15929457,87.41765465,122.954695,24.04176063,37.30727939,40.916216,44.07173221,125.7362836,42.0720175,100.4441829,75.66985999,41.37190104,75.19807564,40.08115326,74.73492788,37.51371227,124.7050056,118.8140249,79.27216198,41.62951522,8.11842237,79.98074487,37.24950442
153.6202508,125.9024141,396.0527099,75.80588629,100.5860352,15.29197901,18.41372065,81.9483756,87.40951029,122.666836,24.09616265,37.31257808,40.95142415,44.03870927,125.8195263,42.06738301,100.4601184,75.50004505,41.26542996,75.25347439,40.04382198,74.68018513,37.46475625,124.6199636,118.6330996,79.4505729,41.66745985,8.131688395,80.12079556,37.17921381
